"block_timestamp"	"reason"	"userid"	"matched"
"200606"	"spamming copyvio"	932708	1
"200606"	"Removal of AFD tags, spamming"	1505621	1
"200606"	"link spam"	1117311	1
"200606"	"link spamming despite warnings"	1661730	1
"200606"	"spamming"	711092	1
"200606"	"limkspam"	1625346	1
"200606"	"Blocked for continued addition of spam link to several articles despite being warned."	1679168	1
"200606"	"massive linkspam"	1652787	1
"200606"	"Repeated spamming and vandalism after warnings"	379182	1
"200606"	"Spamming, vandalism"	1607245	1
"200606"	"spam"	1654322	1
"200607"	"spam ,extream POV pushing, mass reverting"	1750844	1
"200607"	"spam"	1797663	1
"200607"	"Spamming and talk page disruption"	1744515	1
"200607"	"posting spamlinks having been warned when using IP address"	1809823	1
"200607"	"spamming"	147455	1
"200607"	"Random spam"	1590754	1
"200607"	"linkspam & vandalism"	1419377	1
"200607"	"linkspam"	149935	1
"200608"	"repeated spamming for SofTech, Inc."	1969465	1
"200608"	"spam after warning"	2001606	1
"200608"	"spam"	2111854	1
"200608"	"repeated spamming despite multiple warnings"	2004820	1
"200608"	"repeated creation of spam article"	1957154	1
"200608"	"Spammer"	2036696	1
"200608"	"Spamming"	31383	1
"200608"	"spamming; warned"	1967056	1
"200608"	"userpage spamming"	1980316	1
"200608"	"Spammer"	2072593	1
"200608"	"Repeated spamming after previous warnings"	990728	1
"200608"	"constistently reverting despite requests from other users to not post adverts/spam"	1916381	1
"200608"	"spamming, second block"	2054331	1
"200608"	"please read your talk page regarding copyright violations and spam"	1136296	1
"200608"	"repeated linkspam violations after warning"	2085022	1
"200608"	"repeatedly adding spamlinks; warned."	1885036	1
"200608"	"Persistent spamming"	1941566	1
"200609"	"Spamming to [[Paris Hilton]], general vandalism"	1540216	1
"200609"	"Spam links"	2319753	1
"200609"	"extended block (second block for spamming)"	1941566	1
"200609"	"Inappropriate username - promotes a website"	2356697	1
"200609"	"spamming, blanking warnings on talk page"	2224519	1
"200609"	"persistent spammer"	2109865	1
"200609"	"please STOP linkspamming (blocked 1 week, account creation blocked)"	1969386	1
"200609"	"Persistent POV-pushing/spamming"	879793	1
"200609"	"Spam-only account"	1888123	1
"200610"	"Spammer"	2305771	1
"200610"	"spamming after final warning"	530206	1
"200610"	"spamming"	2577548	1
"200610"	"picture spam"	2573329	1
"200610"	"more spam"	1537912	1
"200610"	"Persistent spam artist both here and as [[User:24.42.163.237]]."	2373559	1
"200610"	"spamming, please see talk page"	262040	1
"200610"	"spamming after being told to stop"	2433442	1
"200610"	"spammer/vandal"	2503984	1
"200610"	"doing it this way since jonath unblocked with strange summary. noting that block was valid response to unacceptable spamming but that block was too late to be of use"	105499	1
"200610"	"Spam-only account, the block will be indefinite the next time"	2605500	1
"200610"	"repeated insertion of self-promotional material after warnings"	2545941	1
"200610"	"Spam only account, role account. Please do not add advertisements to Wikipedia."	2394524	1
"200611"	"Spam"	2826658	1
"200611"	"spammer"	2764959	1
"200611"	"spamming user's talk pages, calm down"	2106653	1
"200611"	"repeated copyvio image uploads, likely autobio self-advertisement"	2713163	1
"200611"	"spamming"	4517	1
"200611"	"spammer and repeat-vanity-poster"	2684628	1
"200611"	"respamming talk pages"	2106653	1
"200611"	"Spam"	2602256	1
"200611"	"spamming after warning"	2759771	1
"200611"	"repeated advertising"	2269694	1
"200611"	"spamming"	2763741	1
"200611"	"spamming"	2837246	1
"200611"	"spammer"	2835052	1
"200611"	"repeat spam"	2724965	1
"200612"	"Link [[Wikipedia:Spam|spam]]"	2941555	1
"200612"	"spammer"	2979423	1
"200612"	"spamming after being told to stop"	2915859	1
"200612"	"sisruption, constant recreation of deleted article, spamming personal attacks, refusal to assume good faith"	2675883	1
"200612"	"[[WP:3RR]] violation + spamming on [[Katie_Rees]]"	2375231	1
"200612"	"spam"	2059008	1
"200612"	"Sockpuppet spammer"	3101223	1
"200612"	"edit warring and disruptive editing, 3rr, using Wikipedia for self promotion"	3084171	1
"200612"	"spam"	2947485	1
"200612"	"repeated creation of self-promotional articles, removing speedy deletion tags"	2662453	1
"200612"	"excessive amount of spamlinking"	3127421	1
"200612"	"Link [[Wikipedia:Spam|spam]]"	1082769	1
"200701"	"Spammer"	371148	1
"200701"	"Gross link spam / 3rr"	204414	1
"200701"	"Spammer"	3151907	1
"200701"	"spamming"	3323770	1
"200701"	"spamming, was warned"	3240298	1
"200701"	"spamming with corporate crap"	3180703	1
"200701"	"Spam"	2787727	1
"200701"	"Brief block (5 minutes) to get the user's attention - spamming"	3236309	1
"200701"	"Continued spamming, failed to respond to my notification or to the 5-minute block, then logged out and resumed"	3236309	1
"200701"	"Spammer"	357965	1
"200701"	"spamming"	3236863	1
"200701"	"Constant re-creation of vanity spam"	3171501	1
"200701"	"repeated spamming"	2351434	1
"200701"	"spamming"	3387288	1
"200701"	"Spamlinking, was warned"	467820	1
"200701"	"Spammer"	301599	1
"200701"	"spamming"	2217263	1
"200701"	"linkspamming and or vandlism"	3312312	1
"200701"	"Spamming [[Columbus, Ohio]] after final warning."	3259296	1
"200701"	"Repeated re-insertion of spam links despite warning"	3263508	1
"200701"	"spam, vandalism, incivility, removing warning from talk page"	3143777	1
"200701"	"Persistent re-creation of a vanity/spam page (using Wikipedia for self-promotion)"	3338176	1
"200701"	"Spamming articles with External links continues after 4 warnings"	3146670	1
"200701"	"spam"	3301893	1
"200701"	"repeated spam and removal of deletion templates"	2694875	1
"200702"	"spamming after 2 final warnings"	3629399	1
"200702"	"Constant spamming of {{unblock}} templates on other administrator's talk pages"	3323451	1
"200702"	"reposting advertising under different titles following protection"	3471601	1
"200702"	"spamming after spam 4"	2861551	1
"200702"	"spamming and or vandalism"	3497104	1
"200702"	"spamming"	3678805	1
"200702"	"spam"	3540003	1
"200702"	"serial spamming; warned"	2509552	1
"200702"	"linkspamming"	3591775	1
"200702"	"vandal and spammer"	3550067	1
"200702"	"Spamming user talk pages.  See [[WP:AN/I]]"	3258189	1
"200702"	"serial spamming"	3499662	1
"200702"	"spam"	3610879	1
"200702"	"Spamming/vandalism account"	2565597	1
"200702"	"spam vandalism"	3556220	1
"200702"	"7RR on [[Rose Pipette]], spamming, nonsense articles, incivility etc...ad nauseam"	1829975	1
"200703"	"Repeated insertion of spam"	3995678	1
"200703"	"Link spamming despite repeated warnings; edit warring"	3336630	1
"200703"	"[[WP:SPAM|Spamming]]."	3829001	1
"200703"	"Corporate spam.  Please read your talk page before continuing to edit."	3790340	1
"200703"	"spamming, repeated warnings"	2906189	1
"200703"	"Spamming"	3899081	1
"200703"	"spam"	3705628	1
"200703"	"spamming"	3726452	1
"200703"	"3RR and linkspam on Menachem Mendel Schneerson"	3498689	1
"200703"	"Spamming after a final warning."	2328815	1
"200703"	"Egregious blatant advertising"	3875459	1
"200703"	"you tube spam"	3551791	1
"200703"	"continues to spam talk pages. plently of warnings given earlier"	1369503	1
"200703"	"spam"	3910818	1
"200703"	"spammer"	1474903	1
"200704"	"persistent spam article creation"	3893938	1
"200704"	"linkspam"	3242038	1
"200704"	"Spamming"	3079379	1
"200704"	"spamming after spam 4"	3793345	1
"200704"	"Spamming links to external sites"	3999654	1
"200704"	"spamming after final warning"	1795248	1
"200704"	"Nothing but recreating previously speedy deleted spam articles / link spamming"	4148048	1
"200704"	"repeated linkspamming"	3464632	1
"200704"	"persistent creation of identical spam articles dating back a few months"	4097152	1
"200704"	"spamming"	3244967	1
"200704"	"[[WP:COI]], [[WP:SPAM]], [[WP:NPOV]], [[WP:NOT]], [[WP:POINT]], and gaming the system"	2801940	1
"200705"	"Spamming links to external sites: warned repeatedly; uncommunicative"	1729974	1
"200705"	"Spamming links to external sites: two warnings, continued"	4417218	1
"200705"	"Inappropriate username, spammer"	1980835	1
"200705"	"Spammer"	3949890	1
"200705"	"persistant spamming after warnings"	3760056	1
"200705"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4524957	1
"200705"	"Spamming links to external sites"	4369769	1
"200705"	"Spamming links to external sites"	4323556	1
"200705"	"Spamming links to external sites"	4327405	1
"200705"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4314989	1
"200705"	"Spamming links to external sites"	4285763	1
"200705"	"Persistant spamming and sockpupetry after warnings"	1831729	1
"200705"	"linkspam"	3925886	1
"200705"	"Spam-only account, see warnings on talk page"	4360815	1
"200705"	"Spammer"	851426	1
"200705"	"Spammer"	3915427	1
"200705"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4488678	1
"200705"	"Vandalism: spam articles creation, repeatedly"	4369008	1
"200705"	"Spamming links to external sites"	4384276	1
"200706"	"Spamming"	4588412	1
"200706"	"Spamming after several warnings and invites to discuss"	4733862	1
"200706"	"continued spamming after block"	4695500	1
"200706"	"[[Wikipedia:Vandalism|Vandalism]]: and spamming"	4536359	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4561337	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites: spamming after spam4"	2963665	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites: very active Zune accessories spammer"	4309478	1
"200706"	"Repeatedly creating spam pages after warnings"	4521319	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4269151	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4712723	1
"200706"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4458582	1
"200706"	"Creating spam articles"	4672794	1
"200706"	"continually creating spam and other inappropriate pages, despite repeated warnings"	3057583	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4940091	1
"200707"	"Persistent recreation of [[WP:SPAM]]/blatant advertizing article"	4798661	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites: Continued spamming"	2963665	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4041664	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4972469	1
"200707"	"won't stop spamming long enough to read messages on his talk page"	4950979	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4973810	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	288319	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4825728	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4988546	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4865185	1
"200707"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation: in concert with 167.167.15.254 this account has been reinstating promotional material on [[Tum Tum]]"	4770486	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4788562	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites: has been asked enough times to stop and appears to have coi"	4029771	1
"200707"	"[[Wikipedia:Spam|Spamming]] links to external sites"	2921060	1
"200707"	"Repeated recreation of a NN spam article, using multiple titles to get around salting."	4429378	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites: last block was 1 week"	4788562	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5081553	1
"200708"	"Abusing [[Wikipedia:Sock puppetry|multiple accounts]]: spamming"	5024683	1
"200708"	"spam"	5025778	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites: repeat offender, likely COI"	723622	1
"200708"	"[[Wikipedia:Vandalism|Vandalism]]: also inserting copyvio spam links"	3315268	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5111187	1
"200708"	"spamming - disguising spam links as legitimate neighboring links"	5149714	1
"200708"	"revert warring on [[Spam Prevention Early Warning System]] after previous warnings and block"	3309875	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5136035	1
"200708"	"[[WP:3RR]], [[WP:SPAM]]"	5078770	1
"200708"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5202586	1
"200709"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4784714	1
"200709"	"spam account"	4906393	1
"200709"	"spam"	5270721	1
"200709"	"[[Wikipedia:Spam|Spamming]] links to external sites: persistently creating and recreating pages promoting a website"	5309176	1
"200709"	"[[Wikipedia:Spam|Spamming]] links to external sites"	3341204	1
"200709"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5314725	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5512556	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5511039	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5352206	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5353060	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5502461	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5260277	1
"200710"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4849295	1
"200711"	"Repeatedly recreating spam pages: 24 hour block"	5891864	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites"	4128327	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites: only contributions are to post links and article about self-written paper hosted off-wiki"	5237605	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites: username violation also"	5843407	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5816359	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites: and deleting other links to emphasize the spammed site"	4898430	1
"200711"	"Creating spam articles"	4393832	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5753715	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5559688	1
"200711"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5731706	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6055157	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	3772633	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5972465	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5939012	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6025537	1
"200712"	"[[Wikipedia:Spam|Spamming]] links to external sites"	5831717	1
"200712"	"spamming, promotional account"	5954340	1
"200712"	"repeated creation of spam page"	6042919	1
"200801"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6131085	1
"200801"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6305581	1
"200801"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6200433	1
"200801"	"[[Wikipedia:Spam|Spamming]] links to external sites"	732366	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6556517	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6340484	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6499892	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites: immidiatly spammed upon return from block"	6320256	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6197200	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6488771	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites: continuing to add links to single university library site across multiple pages despite several editors comments and user template warnings to talk page. Also username issue"	6197487	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6265090	1
"200802"	"[[Wikipedia:Spam|Spamming]] links to external sites:  - disruptive editing, sockpuppeting"	6393614	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6587804	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites: using IP sockpuppet to SPAM.  Next block will be longer"	6720874	1
"200803"	"[[Wikipedia:Vandalism|Vandalism]]: spamming"	6616365	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6745794	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites: massive youtube vandalism/spam to [[Youtube]]"	6197015	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites"	6024500	1
"200803"	"[[Wikipedia:Spam|Spamming]] links to external sites: spamming to your personal Myspace page; removing CSD templates; general disruption"	6678014	1
"200803"	"repeated re-creation of non-notable page/spam"	6754370	1
"200803"	"[[WP:SPAM|Spamming]] links to external sites"	2456077	1
"200804"	"[[WP:Spam|Spam]] / [[WP:Advertising|Advertising]]-only account"	6918832	1
"200804"	"[[WP:Spam|Spamming]] links to external sites"	6872737	1
"200804"	"[[WP:SPAM|Spamming]] links to external sites"	6657260	1
"200804"	"[[WP:Spam|Spam]] / [[WP:Advertising|Advertising]]-only account: self-promotion"	3618823	1
"200804"	"[[Wikipedia:Spam|Spam]] / [[WP:Advertising|Advertising]]-only account"	6817131	1
"200804"	"[[WP:Spam|Spamming]] links to external sites"	5229433	1
"200804"	"[[WP:Spam|Spamming]] links to external sites"	2957447	1
"200805"	"[[WP:Spam|Spamming]] links to external sites"	7025923	1
"200805"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: Repeated recreation of a spam article, full set of warnings"	7015225	1
"200805"	"[[WP:Spam|Spamming]] links to external sites"	7037315	1
"200805"	"[[WP:Spam|Spamming]] links to external sites: spamming and blanking IP user talk pages"	4353281	1
"200805"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: and edit warring"	567523	1
"200805"	"[[WP:Spam|Spamming]] links to external sites"	7153538	1
"200805"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7042441	1
"200805"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: recreated deleted articles, removed CSD notices"	7049385	1
"200805"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: creation of nn/copyvio articles on hotel/casinos"	6861685	1
"200805"	"[[WP:Vandalism|Vandalism]]: Blanking sections and substituting advertisement"	6468847	1
"200806"	"[[WP:Disruptive editing|Disruptive editing]]: continuing to [[Wikipedia:What Wikipedia is not#Wikipedia is not a soapbox|use Wikipedia for advertising]]."	5619260	1
"200806"	"[[WP:Spam|Spamming]] links to external sites: and violating the [[WP:3RR|three revert rule]] on ''[[Dell]]''"	4182203	1
"200806"	"advertising account that turned into vandal"	6355534	1
"200806"	"[[WP:Spam|Spamming]] links to external sites"	7312461	1
"200806"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7298341	1
"200806"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7311317	1
"200806"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account:  - also company title in username"	4620056	1
"200806"	"[[WP:Spam|Spamming]] links to external sites"	7352001	1
"200806"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7232607	1
"200806"	"[[WP:Spam|Spamming]] links to external sites"	3123022	1
"200807"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	6095335	1
"200807"	"[[WP:Spam|Spamming]] links to external sites"	7403467	1
"200807"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7467943	1
"200807"	"[[WP:SPAM|Spamming]] links to external sites"	7403247	1
"200807"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7429576	1
"200808"	"Repeated adding of advertising to article, WP:COI, 3RR"	7635451	1
"200808"	"{{spamusernameblock}}"	7693380	1
"200808"	"Repeated creation of non-notable autobiography and advertising articles"	3733239	1
"200808"	"[[WP:NPA|Personal attacks]] or [[WP:Harassment|harassment]] of other users: and adding spam links"	7632945	1
"200808"	"Spammer"	7683874	1
"200808"	"[[WP:Disruptive editing|Disruptive editing]]: Multiple re-creation of promotional articles contrary to the result of past AfDs"	6729966	1
"200808"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7579810	1
"200808"	"[[WP:Spam|Spamming]] links to external sites"	7607386	1
"200808"	"[[WP:Spam|Spamming]] links to external sites"	7610714	1
"200809"	"[[WP:Spam|Spamming]] links to external sites"	7910850	1
"200809"	"{{spamusernameblock}}"	7942545	1
"200809"	"{{spamusernameblock}}"	7922261	1
"200809"	"{{usernameblock}}: matches the name of an organization the user is trying to promote"	7928569	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7861484	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7921898	1
"200809"	"{{spamusernameblock}}"	7932733	1
"200809"	"{{spamusernameblock}}"	7927758	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7917136	1
"200809"	"{{spamusernameblock}}"	7944869	1
"200809"	"[[WP:Spam|Spamming]] links to external sites"	298000	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: one of multiple user accounts whose only edits are to re-create spam page"	7918679	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7296720	1
"200809"	"{{spamusernameblock}}"	7935261	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: self promotion/ COI and general disruption at English Qabalah"	7527155	1
"200809"	"[[WP:Spam|Spamming]] links to external sites"	7437159	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7922632	1
"200809"	"[[WP:Disruptive editing|Disruptive editing]]: spamming"	5837885	1
"200809"	"{{spamusernameblock}}"	7860980	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7897152	1
"200809"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: sock spam"	7915727	1
"200809"	"{{spamusernameblock}}"	7934894	1
"200809"	"[[WP:Spam|Spamming]] links to external sites"	7863779	1
"200810"	"{{spamusernameblock}}"	8178683	1
"200810"	"{{spamusernameblock}}"	8197660	1
"200810"	"{{spamusername}}"	6729981	1
"200810"	"{{spamusernameblock}}"	7981847	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7734772	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8043605	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: cross wiki"	8169110	1
"200810"	"{{spamusernameblock}}"	8066003	1
"200810"	"{{spamusernameblock}}"	8040414	1
"200810"	"{{spamusernameblock}}"	8015141	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: one of the most shameless cases I've ever seen"	7963824	1
"200810"	"{{spamusernameblock}}"	6435401	1
"200810"	"{{spamusernameblock}}"	8066067	1
"200810"	"{{spamusernameblock}}"	4930885	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7637696	1
"200810"	"{{spamusernameblock}}"	8132006	1
"200810"	"{{spamusernameblock}}"	8000271	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7925850	1
"200810"	"Abusing [[WP:Sock puppetry|multiple]] accounts: sock of spammer [[User:Pollykreis|Pollykreis]]"	7922248	1
"200810"	"[[WP:Spam|Spamming]] links to external sites"	8040265	1
"200810"	"{{spamusernameblock}}"	8187672	1
"200810"	"{{spamusernameblock}}"	8150006	1
"200810"	"[[WP:Spam|Spamming]] links to external sites"	4727146	1
"200810"	"{{spamusernameblock}}"	7746837	1
"200810"	"[[WP:Spam|Spamming]] links to external sites"	7942193	1
"200810"	"{{spamusernameblock}}"	7988095	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8189804	1
"200810"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8160225	1
"200810"	"[[WP:Spam|Spamming]] links to external sites"	4916652	1
"200810"	"{{spamusernameblock}}"	8008643	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	7956214	1
"200811"	"{{spamusernameblock}}"	8328299	1
"200811"	"{{spamusernameblock}}"	5058573	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8391855	1
"200811"	"{{spamusernameblock}}"	8216655	1
"200811"	"[[WP:Spam|Spamming]] links to external sites"	8261020	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8199275	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8313492	1
"200811"	"[[WP:Spam|Spamming]] links to external sites"	7552190	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	5846247	1
"200811"	"{{spamusernameblock}}"	8175622	1
"200811"	"{{spamusernameblock}}"	7741157	1
"200811"	"{{spamusernameblock}}"	8390318	1
"200811"	"Account hopping spammer"	8250118	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8319118	1
"200811"	"[[WP:Spam|Spamming]] links to external sites"	8224106	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8319288	1
"200811"	"{{spamusernameblock}}"	8348774	1
"200811"	"{{spamusernameblock}}"	8231891	1
"200811"	"{{spamusernameblock}}"	8386884	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account: cross wiki"	8344221	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8338282	1
"200811"	"Repeatedly creating advertising pages"	7368906	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8279558	1
"200811"	"[[WP:Spam|Spam]] / [[WP:Advertising|advertising]]-only account"	8336387	1
"200812"	"[[WP:Spam|Spamming]] links to external sites: lying and personal attack"	157073	1
